F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,Class
-0.55,-0.58,0.23,1.79,-1.19,0.3,10.0,7.15,5.65,220.0,35.0,15.0,6.55,-65.0,False
-1.32,-1.8,-0.81,-1.55,-0.94,1.38,10.0,7.5,6.45,220.0,135.0,5.0,9.3,-85.0,False
-1.0,-1.86,-2.28,-2.42,-2.0,0.9,10.0,7.25,9.4,180.0,265.0,5.0,9.95,-10.0,True
-1.77,0.44,-1.79,-1.14,0.54,-0.86,10.0,5.65,6.65,65.0,225.0,15.0,7.55,90.0,False
-1.65,-0.65,-1.9,-1.0,-0.95,1.92,10.0,7.1,7.4,205.0,165.0,5.0,13.05,-5.0,True
3.37,2.59,3.02,3.36,2.41,0.57,1.0,0.31,0.72,27.0,10.0,2.0,0.68,12.0,False
2.8,2.55,4.07,3.22,3.26,0.98,1.0,0.86,0.84,36.0,12.0,0.0,0.28,-2.0,True
2.76,3.25,2.79,5.34,3.09,0.53,1.0,0.16,0.77,35.0,16.0,0.0,2.11,-10.0,False
-1.46,0.46,-1.21,-1.58,0.36,0.34,10.0,5.95,7.3,120.0,110.0,5.0,8.05,-35.0,False
3.27,2.46,3.46,2.89,3.05,1.52,1.0,0.94,0.93,6.0,13.0,0.0,0.61,-14.0,True
3.17,2.76,3.77,8.21,2.89,1.88,1.0,0.38,0.53,4.0,25.0,4.0,1.64,16.0,True
-1.14,-1.19,-1.46,-0.12,-1.14,-0.72,10.0,6.75,5.95,185.0,95.0,25.0,5.95,15.0,False
4.19,5.81,2.63,5.25,5.35,1.94,1.0,0.84,0.14,41.0,20.0,2.0,1.15,-7.0,False
2.02,2.56,2.87,2.66,1.92,1.18,1.0,0.98,0.95,8.0,62.0,0.0,0.99,-1.0,True
-2.68,-1.73,-2.28,-1.22,-1.44,1.57,10.0,7.4,10.0,145.0,205.0,5.0,8.3,-60.0,True
2.29,5.01,3.68,2.92,5.47,0.94,1.0,0.75,0.77,16.0,71.0,4.0,0.56,9.0,True
3.02,6.64,2.79,4.37,2.81,0.57,1.0,0.33,0.6,6.0,4.0,4.0,1.13,20.0,True
-2.38,-0.37,-2.17,-2.01,-2.03,1.47,10.0,5.9,7.95,50.0,150.0,5.0,13.9,-65.0,True
-2.67,-2.89,-2.43,-2.03,-2.14,1.03,10.0,9.6,5.75,55.0,305.0,5.0,10.55,-60.0,True
-1.74,-1.61,-1.64,1.37,-1.72,-0.11,10.0,7.75,5.7,175.0,95.0,15.0,10.2,-20.0,True
-1.01,-0.83,0.48,-0.42,-1.29,3.81,10.0,6.9,5.15,75.0,325.0,15.0,7.9,-10.0,False
4.51,3.4,4.18,4.5,3.12,0.62,1.0,0.7,0.34,40.0,26.0,2.0,1.78,-6.0,False
3.99,2.61,2.62,2.55,2.96,1.55,1.0,0.65,0.67,40.0,10.0,2.0,1.6,-1.0,False
2.85,2.55,3.23,3.43,3.76,2.16,1.0,0.58,0.51,24.0,3.0,2.0,1.09,-9.0,False
2.54,7.23,2.86,2.36,2.78,0.79,1.0,1.04,0.3,42.0,0.0,-1.0,1.71,-14.0,False
-0.41,-0.77,0.61,-0.85,1.49,4.07,10.0,4.95,5.55,45.0,245.0,15.0,5.4,-75.0,False
-0.12,0.16,-1.29,0.98,-0.37,0.84,10.0,5.45,5.65,50.0,25.0,15.0,7.05,-80.0,False
2.47,3.18,3.99,2.6,2.35,1.21,1.0,0.9,0.17,23.0,13.0,0.0,1.07,-8.0,False
0.9,-1.24,-2.37,-1.8,-2.56,0.68,10.0,7.15,8.9,145.0,190.0,5.0,9.5,-70.0,False
2.86,2.68,3.1,4.7,5.26,0.59,1.0,0.21,0.52,7.0,1.0,4.0,0.68,14.0,True
-1.66,-2.15,-1.81,0.09,-2.14,2.58,10.0,6.75,6.1,80.0,205.0,25.0,6.7,70.0,True
3.31,2.33,2.3,2.47,2.39,3.17,1.0,0.39,0.8,4.0,25.0,2.0,1.68,-16.0,False
2.7,2.44,2.37,2.32,2.47,1.8,1.0,0.58,0.69,32.0,68.0,2.0,1.88,7.0,False
3.74,4.4,3.48,4.54,4.88,0.73,1.0,0.1,0.95,23.0,1.0,2.0,1.23,-11.0,False
-1.66,-1.62,-1.54,-1.4,-0.54,0.2,10.0,5.35,8.1,90.0,295.0,15.0,13.7,-35.0,False
2.56,2.44,2.75,2.25,2.7,0.92,1.0,0.66,0.61,10.0,23.0,0.0,1.68,-5.0,True
3.67,2.66,3.66,3.34,3.52,1.0,1.0,0.46,0.9,28.0,32.0,0.0,1.49,-9.0,False
-2.01,-2.08,-2.08,-1.42,-0.42,-0.45,10.0,6.35,6.6,45.0,10.0,5.0,6.75,-20.0,True
2.92,3.51,2.82,2.67,3.41,0.37,1.0,0.32,0.59,42.0,15.0,4.0,1.68,6.0,False
-1.66,-1.95,-2.14,-2.43,-2.08,0.21,10.0,5.95,9.65,145.0,270.0,15.0,14.0,-50.0,True
-1.8,-1.7,-0.82,-0.47,-0.7,0.56,10.0,6.05,6.7,50.0,240.0,15.0,9.5,-60.0,False
3.9,1.97,2.11,3.3,2.24,0.9,1.0,0.89,0.94,6.0,12.0,2.0,0.64,10.0,True
3.18,2.84,2.61,3.62,3.84,4.03,1.0,0.75,0.91,35.0,72.0,2.0,1.97,11.0,True
-0.49,-0.48,1.71,-0.18,0.08,-0.49,10.0,5.7,8.15,220.0,135.0,5.0,9.6,0.0,False
2.5,2.5,2.72,2.83,3.43,1.02,1.0,0.8,0.12,43.0,57.0,4.0,1.86,19.0,False
-3.3,-1.39,-2.3,-2.62,-1.35,2.21,10.0,9.95,8.85,155.0,190.0,5.0,6.35,-65.0,True
2.39,3.79,3.84,2.6,2.62,2.11,1.0,0.56,0.04,6.0,27.0,4.0,0.81,16.0,False
2.32,3.59,3.45,2.67,2.46,0.86,1.0,0.61,0.59,11.0,43.0,4.0,0.46,3.0,False
-2.76,-2.26,-3.0,-2.64,-3.0,1.07,10.0,9.0,7.05,45.0,180.0,5.0,9.75,-80.0,True
-1.55,1.28,-1.69,-0.68,-1.73,-0.05,10.0,7.3,6.85,215.0,145.0,25.0,5.2,95.0,False
-1.63,-0.94,-2.31,-0.49,-2.02,1.39,10.0,6.85,9.3,135.0,310.0,15.0,11.0,75.0,True
2.54,2.61,2.34,2.42,3.19,1.56,1.0,0.67,0.77,39.0,19.0,2.0,0.78,8.0,False
0.14,-0.8,-1.19,-0.68,-0.38,0.64,10.0,7.2,5.45,210.0,275.0,15.0,7.4,-10.0,False
3.37,3.31,2.45,3.03,3.05,0.56,1.0,0.35,0.95,30.0,29.0,2.0,0.71,15.0,False
0.85,-1.74,-0.31,1.36,-1.72,1.51,10.0,6.05,5.05,20.0,85.0,5.0,12.8,-30.0,False
-0.1,1.47,1.09,-1.79,-0.41,3.04,10.0,8.5,5.1,230.0,175.0,5.0,6.3,-95.0,False
2.75,3.0,2.39,3.1,2.45,1.02,1.0,0.69,1.0,41.0,3.0,4.0,0.32,19.0,True
-2.2,-2.42,-1.27,-2.08,-1.18,1.12,10.0,7.1,6.05,50.0,115.0,15.0,8.9,-15.0,True
2.84,3.09,2.93,6.31,2.41,1.0,1.0,0.78,0.11,28.0,1.0,4.0,1.88,2.0,True
5.08,5.94,2.25,2.79,2.77,1.44,1.0,0.9,0.82,11.0,43.0,2.0,0.56,13.0,True
2.33,3.1,2.33,3.3,2.39,0.15,1.0,0.89,1.03,4.0,1.0,4.0,1.35,3.0,True
2.64,5.19,6.12,4.5,3.27,1.11,1.0,0.47,0.55,22.0,20.0,4.0,0.94,4.0,False
2.36,2.16,2.75,3.57,2.66,1.06,1.0,0.99,0.61,26.0,60.0,2.0,2.18,-11.0,True
2.41,2.55,2.79,2.84,2.61,0.53,1.0,0.54,0.77,30.0,3.0,0.0,1.23,-13.0,False
4.38,5.57,3.11,3.88,3.25,0.99,1.0,0.7,0.58,16.0,28.0,2.0,0.84,-14.0,True
3.31,2.43,3.84,2.67,4.42,0.65,1.0,0.68,0.54,25.0,61.0,2.0,1.68,17.0,False
1.46,-0.59,0.69,-0.76,1.07,0.67,10.0,5.5,5.95,100.0,360.0,20.0,7.55,5.0,False
3.68,2.53,2.94,2.94,4.23,4.18,1.0,0.7,0.73,30.0,16.0,4.0,1.79,13.0,True
5.54,2.67,2.47,3.94,3.18,1.79,1.0,0.74,0.69,34.0,39.0,0.0,1.19,-17.0,True
-0.72,-1.17,-2.42,-0.38,-2.24,-0.75,10.0,6.4,6.85,15.0,150.0,5.0,11.4,0.0,True
-2.05,-2.62,-2.77,-1.01,-2.91,0.02,10.0,6.9,9.8,80.0,165.0,15.0,8.95,-65.0,True
6.19,3.78,4.21,2.37,3.71,4.23,1.0,0.82,0.27,9.0,40.0,4.0,0.76,6.0,False
3.78,4.73,3.61,3.29,4.81,0.66,1.0,0.14,0.76,12.0,38.0,4.0,1.9,20.0,True
3.34,3.17,4.61,2.46,4.44,1.8,1.0,0.88,0.92,22.0,9.0,2.0,1.48,-22.0,True
3.05,3.5,2.47,4.32,3.36,1.03,1.0,0.67,0.33,25.0,23.0,0.0,1.83,-19.0,False
2.35,5.18,3.25,6.96,5.75,1.94,1.0,0.86,0.73,27.0,72.0,4.0,0.16,11.0,True
2.24,-0.64,-0.75,-0.62,1.03,1.93,10.0,6.25,5.7,210.0,10.0,15.0,11.5,-5.0,False
-2.69,-3.26,-3.25,-1.96,-1.58,0.96,10.0,9.4,6.55,20.0,265.0,5.0,7.4,-40.0,True
-2.35,-1.34,1.41,-1.8,-2.28,1.68,10.0,5.4,9.15,75.0,325.0,15.0,6.8,75.0,False
2.42,2.32,2.45,2.32,6.94,0.6,1.0,0.91,0.11,4.0,0.0,-1.0,1.57,-16.0,True
3.65,2.62,4.24,3.65,2.75,3.02,1.0,0.4,0.8,25.0,49.0,4.0,1.13,8.0,False
2.4,2.82,2.75,2.43,8.36,0.82,1.0,0.36,0.92,40.0,8.0,2.0,0.0,19.0,False
-2.4,-1.89,-2.17,-2.32,0.61,0.16,10.0,6.4,10.15,125.0,190.0,15.0,8.55,-70.0,True
-1.09,-1.21,-0.29,-0.64,-1.57,-0.77,10.0,6.25,8.75,220.0,10.0,15.0,7.1,0.0,False
-1.14,-1.04,-1.16,-1.03,0.25,-0.13,10.0,5.3,5.35,40.0,15.0,15.0,6.65,-70.0,False
-1.56,-2.06,-2.5,-2.0,-1.13,0.57,10.0,6.35,9.05,35.0,5.0,0.0,5.85,-95.0,True
-1.3,-0.78,-2.14,-1.75,-0.17,1.58,10.0,7.1,7.15,145.0,275.0,15.0,5.0,-75.0,False
0.32,-1.09,-2.3,-1.9,-0.59,0.45,10.0,7.4,7.1,20.0,115.0,15.0,5.5,-25.0,True
3.16,2.66,2.65,4.57,3.93,0.82,1.0,0.74,0.19,5.0,2.0,2.0,1.18,12.0,True
2.81,2.81,3.14,4.02,4.3,0.55,1.0,0.55,0.46,25.0,50.0,2.0,1.47,14.0,False
-0.6,-0.22,-1.11,-1.13,-1.38,1.64,10.0,6.45,6.85,225.0,375.0,15.0,7.7,-80.0,False
3.49,3.45,3.05,3.47,4.73,0.34,1.0,0.48,0.58,9.0,28.0,4.0,1.83,12.0,True
-2.96,-2.08,-3.2,-2.81,0.0,0.52,10.0,7.2,10.2,35.0,140.0,5.0,8.2,-30.0,True
2.65,2.72,4.95,2.27,5.85,0.28,1.0,0.58,0.87,29.0,5.0,4.0,1.09,9.0,True
2.53,4.1,3.12,4.05,2.84,0.79,1.0,0.52,0.63,19.0,25.0,4.0,0.27,16.0,False
4.21,3.05,3.24,3.18,3.33,0.35,1.0,0.14,0.42,24.0,2.0,4.0,1.3,3.0,False
-0.8,-1.29,-0.59,-1.47,0.89,2.16,10.0,4.45,9.1,100.0,15.0,5.0,5.2,-35.0,False
3.03,2.43,3.43,3.18,5.87,1.59,1.0,0.28,0.34,0.0,4.0,2.0,1.22,15.0,True
2.49,3.1,2.55,3.27,4.17,0.37,1.0,0.07,0.88,24.0,11.0,2.0,1.93,19.0,True
-2.37,-2.82,-2.85,-1.56,-1.57,0.88,10.0,8.95,6.75,130.0,185.0,15.0,9.4,-40.0,True
-0.27,-0.53,0.66,-0.05,-0.83,0.82,10.0,5.7,6.85,220.0,190.0,15.0,14.5,80.0,False
-1.87,-1.95,-1.44,-1.93,-2.24,3.21,10.0,7.45,6.55,135.0,355.0,5.0,8.05,-90.0,False
5.14,2.28,2.28,2.54,2.64,0.99,1.0,0.72,0.7,35.0,17.0,2.0,1.28,7.0,False
3.02,3.74,3.84,4.66,2.84,0.78,1.0,0.4,1.02,14.0,7.0,2.0,0.53,2.0,False
-2.3,-2.02,-1.58,-2.23,-2.22,1.56,10.0,7.3,7.7,140.0,5.0,0.0,8.15,-25.0,True
2.65,3.08,2.58,5.12,4.54,0.21,1.0,0.3,0.69,43.0,29.0,2.0,1.79,15.0,False
0.28,0.64,0.23,1.77,0.69,-0.27,10.0,5.35,5.8,215.0,265.0,25.0,13.3,10.0,False
1.02,-0.57,-2.33,-1.73,0.55,2.47,10.0,7.0,5.6,20.0,185.0,15.0,6.2,-50.0,False
-2.18,-0.66,-1.45,-1.4,-1.53,2.65,10.0,6.9,6.05,60.0,350.0,5.0,6.5,-70.0,False
-2.56,-2.43,-0.87,0.07,-2.15,1.27,10.0,8.2,7.05,140.0,210.0,5.0,6.25,-90.0,False
-0.75,-0.76,-0.19,-1.0,-0.66,0.11,10.0,6.4,5.35,170.0,160.0,15.0,14.95,35.0,False
3.77,4.02,3.28,2.5,3.37,0.71,1.0,0.7,0.12,0.0,13.0,4.0,1.9,10.0,True
2.61,3.66,2.99,3.57,2.55,3.69,1.0,0.44,0.79,42.0,18.0,4.0,0.46,19.0,False
-1.55,-1.73,-0.41,-1.41,-0.79,1.42,10.0,6.3,7.25,100.0,265.0,15.0,5.55,-95.0,False
1.92,-1.87,-1.34,2.25,-0.92,0.18,10.0,5.6,8.95,160.0,150.0,15.0,5.55,-30.0,False
3.65,2.73,6.95,2.4,2.41,1.06,1.0,0.92,0.43,17.0,2.0,2.0,0.19,-2.0,True
0.98,0.63,1.76,-1.07,-1.57,1.04,10.0,6.35,6.4,135.0,235.0,25.0,14.85,65.0,False
-1.16,-1.15,-1.29,-0.91,-1.2,-0.72,10.0,5.3,8.85,225.0,150.0,15.0,10.25,100.0,False
2.57,2.39,2.3,2.7,2.82,1.52,1.0,0.85,0.46,21.0,10.0,2.0,1.1,-5.0,True
-1.68,-2.7,-1.9,-2.63,-2.29,2.21,10.0,8.6,7.1,200.0,360.0,15.0,13.1,-50.0,True
2.34,3.99,3.51,9.84,2.42,2.06,1.0,0.9,0.52,32.0,48.0,4.0,2.09,4.0,True
3.9,3.84,3.76,2.51,2.62,2.29,1.0,0.55,0.04,19.0,2.0,4.0,1.23,2.0,False
2.61,2.62,2.72,4.22,2.8,0.14,1.0,0.5,0.61,20.0,15.0,4.0,1.34,11.0,True
-1.91,-1.19,-1.48,2.13,-0.38,0.91,10.0,6.9,5.8,75.0,95.0,5.0,8.15,-5.0,False
3.93,3.01,2.61,5.12,2.25,0.94,1.0,0.94,1.0,28.0,13.0,0.0,2.03,-4.0,True
2.97,4.33,2.8,2.74,2.24,0.88,1.0,0.71,0.78,25.0,9.0,2.0,1.31,-18.0,True
3.0,2.37,4.09,2.54,2.39,1.23,1.0,0.82,0.35,9.0,5.0,2.0,0.04,11.0,True
-0.9,-0.97,-1.09,2.62,-1.16,2.07,10.0,6.1,7.25,195.0,50.0,5.0,10.15,-70.0,False
1.2,-2.16,-1.05,-1.69,-1.89,1.0,10.0,6.25,10.2,185.0,325.0,15.0,11.75,-50.0,False
-2.19,-0.06,-1.13,-2.52,1.3,-0.21,10.0,8.0,7.45,195.0,285.0,15.0,6.0,80.0,True
3.29,-1.14,0.99,-0.85,-0.88,-0.64,10.0,5.2,8.8,150.0,300.0,15.0,13.6,80.0,False
3.38,2.35,2.36,2.75,2.59,0.12,1.0,0.55,0.76,34.0,13.0,4.0,1.57,4.0,True
6.75,4.76,4.19,4.86,2.43,1.51,1.0,0.77,0.73,18.0,21.0,2.0,0.69,-10.0,True
0.62,0.05,-0.0,0.58,0.47,0.52,10.0,5.55,6.2,220.0,345.0,25.0,9.4,90.0,False
0.75,1.05,2.17,1.14,1.55,0.73,10.0,5.35,5.25,230.0,330.0,15.0,5.95,15.0,False
-2.84,-2.72,-2.71,-2.8,-2.25,0.94,10.0,9.2,7.15,125.0,200.0,5.0,6.6,-25.0,True
-2.06,-0.76,-1.83,-1.82,-0.64,0.49,10.0,5.5,9.05,120.0,55.0,15.0,7.85,50.0,False
-0.21,-0.43,-1.44,-1.47,-1.75,-0.91,10.0,6.8,6.4,180.0,110.0,15.0,6.7,85.0,False
-0.79,-1.51,-0.41,-0.48,-0.85,1.76,10.0,6.0,7.45,190.0,60.0,5.0,8.45,-65.0,False
4.09,2.9,4.77,2.53,3.35,0.68,1.0,0.97,0.15,28.0,11.0,0.0,0.68,-2.0,False
-2.18,-1.77,-1.72,-1.04,0.43,0.9,10.0,8.75,5.8,215.0,235.0,15.0,7.15,-10.0,False
-1.98,-1.51,-1.73,-1.55,-1.93,0.89,10.0,6.45,7.0,115.0,50.0,5.0,5.75,-10.0,False
3.15,5.85,4.85,3.64,4.93,1.86,1.0,0.52,0.02,20.0,23.0,0.0,2.03,-3.0,False
-1.84,-0.74,-2.11,-1.95,0.42,-0.16,10.0,5.85,9.5,0.0,320.0,25.0,11.65,15.0,True
2.44,2.3,2.9,2.42,2.91,1.27,1.0,0.64,0.8,33.0,23.0,2.0,1.84,11.0,True
4.92,3.33,2.78,4.22,2.58,1.06,1.0,0.72,0.67,35.0,65.0,2.0,1.37,-12.0,True
3.31,2.35,2.78,3.15,2.65,1.04,1.0,0.67,0.86,15.0,5.0,4.0,1.41,15.0,True
-0.09,0.42,-0.61,0.07,1.41,-0.17,10.0,4.8,7.0,140.0,30.0,15.0,13.65,-5.0,False
5.26,2.6,3.42,8.36,3.08,3.07,1.0,0.83,0.59,8.0,13.0,2.0,1.61,3.0,True
3.76,4.18,4.87,3.51,8.24,1.93,1.0,0.11,0.47,45.0,12.0,2.0,1.44,7.0,False
4.43,4.04,6.79,4.35,3.04,1.0,1.0,0.67,0.77,9.0,42.0,4.0,2.0,4.0,True
2.81,2.59,4.85,3.21,3.43,1.25,1.0,0.22,0.28,23.0,11.0,2.0,1.4,19.0,False
-1.45,-1.37,-0.84,-0.85,1.05,0.06,10.0,7.35,7.7,150.0,365.0,15.0,9.2,70.0,True
-1.9,-2.28,0.41,-1.6,0.35,-0.24,10.0,7.05,8.6,185.0,350.0,25.0,5.85,100.0,True
-2.27,-2.87,-2.18,-1.27,-2.66,1.06,10.0,9.7,7.15,170.0,150.0,15.0,7.05,-70.0,True
-1.19,-0.89,-1.81,-1.85,0.47,1.75,10.0,5.45,9.55,195.0,385.0,15.0,7.5,-30.0,False
-2.19,-2.35,-2.18,-0.93,-0.29,0.91,10.0,6.55,7.4,80.0,175.0,5.0,11.65,-50.0,True
3.51,2.73,2.55,4.18,2.38,2.14,1.0,0.74,0.8,7.0,64.0,4.0,0.19,5.0,True
-0.87,-0.92,-0.75,-0.05,-0.55,2.93,10.0,5.5,5.95,75.0,95.0,15.0,7.6,-90.0,False
-0.44,-1.09,-2.04,0.2,-1.09,4.79,10.0,5.8,6.9,15.0,325.0,15.0,7.65,15.0,False
-2.2,-1.03,1.07,-0.23,-0.05,1.81,10.0,6.35,8.25,145.0,65.0,20.0,5.2,5.0,True
4.27,6.47,5.92,3.11,4.06,4.75,1.0,0.93,0.33,36.0,15.0,2.0,0.72,9.0,False
-0.77,0.64,0.27,1.33,0.03,1.5,10.0,6.5,7.25,170.0,55.0,5.0,12.9,-15.0,False
-1.25,-0.87,-0.68,-1.04,-1.81,0.33,10.0,7.65,6.15,230.0,210.0,25.0,6.35,95.0,False
4.07,2.5,2.09,4.43,2.71,0.72,1.0,0.84,0.98,12.0,33.0,2.0,1.05,11.0,True
2.86,3.51,2.49,3.64,3.97,0.46,1.0,0.28,0.92,36.0,35.0,2.0,2.16,8.0,False
-0.79,0.15,0.12,-1.86,0.36,-0.84,10.0,6.15,7.35,150.0,300.0,25.0,14.6,50.0,False
2.87,4.07,3.72,4.15,3.82,0.26,1.0,0.53,0.2,43.0,8.0,4.0,1.49,11.0,True
-0.83,-2.9,-2.94,-2.72,-3.16,2.34,10.0,8.15,8.85,75.0,340.0,5.0,9.5,-90.0,False
0.32,1.95,-0.12,-0.27,-0.77,0.34,10.0,6.8,5.2,210.0,355.0,25.0,14.55,60.0,False
-1.55,-1.38,-2.3,-1.12,-0.84,1.2,10.0,7.2,8.1,165.0,275.0,5.0,7.5,-80.0,False
-0.27,1.16,-1.03,-1.1,0.4,0.92,10.0,5.95,5.55,135.0,10.0,25.0,9.75,85.0,False
3.59,4.3,2.87,2.44,2.9,0.72,1.0,0.66,0.32,3.0,12.0,4.0,0.81,18.0,True
2.46,2.08,2.68,2.21,2.5,0.6,1.0,0.97,0.56,2.0,26.0,2.0,1.26,-3.0,True
3.72,5.21,2.81,3.93,2.84,2.14,1.0,0.85,0.32,17.0,5.0,4.0,1.02,2.0,True
2.64,2.15,4.19,3.24,2.82,0.43,1.0,0.97,0.71,3.0,16.0,2.0,0.93,17.0,True
-0.69,0.56,1.29,-0.56,0.09,0.74,10.0,4.95,7.35,150.0,110.0,15.0,8.1,90.0,False
-2.52,-2.71,-2.52,-0.92,1.65,3.47,10.0,5.95,9.85,15.0,325.0,15.0,6.25,-65.0,False
2.74,3.41,2.76,2.91,3.95,2.9,1.0,0.87,0.72,39.0,19.0,2.0,1.48,7.0,True
2.75,4.14,2.07,2.67,2.83,1.62,1.0,0.93,1.0,2.0,7.0,2.0,0.4,-14.0,True
0.02,0.27,0.45,-0.63,1.01,-0.34,10.0,5.3,5.15,100.0,325.0,15.0,13.55,55.0,False
3.8,2.56,3.48,3.98,2.87,2.08,1.0,0.83,0.53,28.0,7.0,4.0,0.97,1.0,True
-2.54,-1.97,1.7,-1.86,-2.37,1.04,10.0,8.35,6.0,5.0,100.0,5.0,9.65,-75.0,True
-2.17,-0.85,-2.12,-1.76,-1.67,2.35,10.0,7.1,7.4,120.0,15.0,15.0,9.65,-85.0,True
2.9,2.5,2.38,3.71,3.47,3.09,1.0,0.95,0.98,27.0,35.0,2.0,0.25,-19.0,True
3.37,3.03,3.08,2.23,3.4,0.84,1.0,0.98,0.53,1.0,74.0,0.0,1.61,-11.0,True
2.58,3.93,2.36,4.94,2.74,0.3,1.0,0.85,0.23,42.0,15.0,4.0,1.49,2.0,True
3.28,2.74,3.95,2.84,2.63,1.07,1.0,0.94,0.81,8.0,33.0,2.0,0.3,17.0,True
1.23,-1.84,-1.84,-1.72,-0.98,-0.19,10.0,5.7,7.95,125.0,115.0,5.0,12.15,-15.0,False
4.12,3.96,2.89,2.22,2.27,1.78,1.0,0.68,0.98,3.0,50.0,4.0,0.33,15.0,True
-2.75,-1.14,-2.83,-1.85,-1.59,0.74,10.0,8.85,7.75,120.0,230.0,5.0,9.15,-20.0,True
4.26,6.7,6.55,2.64,4.79,2.37,1.0,0.57,0.33,6.0,16.0,2.0,0.85,4.0,False
-0.88,0.18,-1.97,-1.74,-1.64,0.23,5.0,6.05,6.55,145.0,210.0,25.0,8.25,40.0,True
2.98,3.72,2.88,3.62,2.74,0.61,1.0,0.03,0.85,29.0,8.0,2.0,1.62,-16.0,False
3.45,2.29,3.01,2.33,3.74,2.19,1.0,0.42,0.9,-1.0,35.0,2.0,1.32,-16.0,True
4.51,3.62,3.24,2.92,2.9,0.38,1.0,0.58,0.65,43.0,13.0,4.0,1.91,3.0,True
3.03,2.47,3.51,2.7,2.57,1.86,1.0,0.61,0.7,13.0,16.0,2.0,0.14,14.0,False
3.96,2.85,3.98,2.8,5.23,2.96,1.0,0.39,0.08,4.0,3.0,4.0,2.05,3.0,True
4.04,3.18,2.52,3.9,3.08,0.66,1.0,0.12,0.57,19.0,6.0,2.0,1.48,-9.0,False
-2.68,-0.52,-2.34,-2.99,-2.68,2.17,10.0,9.85,6.7,10.0,300.0,5.0,9.8,-65.0,True
-2.2,-1.41,-2.02,-2.43,-2.37,1.51,10.0,6.9,10.25,95.0,50.0,5.0,6.05,-60.0,True
-2.46,-1.62,-1.91,0.61,2.26,0.54,10.0,6.75,8.0,120.0,185.0,10.0,12.9,5.0,True
7.86,3.75,3.17,3.35,4.41,3.9,1.0,0.51,0.91,39.0,4.0,4.0,0.47,5.0,False
5.62,2.52,2.77,2.28,3.51,1.08,1.0,0.55,0.97,33.0,29.0,0.0,1.02,-9.0,True
0.66,-1.18,-1.57,-0.68,-1.81,-0.15,10.0,7.55,6.0,140.0,350.0,25.0,5.35,70.0,False
3.54,6.63,2.68,3.46,2.31,2.3,1.0,0.73,0.91,6.0,52.0,2.0,0.84,-14.0,True
-0.51,0.11,0.94,-0.84,-0.78,-0.23,10.0,5.05,7.05,165.0,315.0,25.0,14.95,65.0,False
5.3,2.86,2.48,2.72,2.56,1.53,1.0,0.53,0.55,34.0,10.0,4.0,1.92,2.0,True
0.28,0.45,-2.18,0.0,-2.26,0.17,10.0,7.9,7.7,215.0,380.0,15.0,9.55,65.0,True
2.73,3.27,2.74,3.07,6.5,1.38,1.0,0.63,0.16,14.0,49.0,4.0,1.59,14.0,False
1.77,-2.03,1.69,-2.14,-1.72,2.03,10.0,6.35,5.85,20.0,345.0,5.0,11.3,-45.0,False
2.56,2.64,2.49,4.26,3.08,0.57,1.0,0.18,0.92,36.0,40.0,4.0,1.89,10.0,False
-1.49,0.04,-1.88,-0.58,-0.83,0.31,10.0,8.35,5.35,200.0,50.0,15.0,7.25,20.0,True
2.46,3.04,2.39,2.81,3.29,2.46,1.0,0.62,0.6,40.0,25.0,2.0,1.8,18.0,True
-0.63,-0.24,-0.59,-0.92,-0.92,-0.15,10.0,5.7,6.45,190.0,100.0,15.0,7.25,25.0,False
0.82,4.25,-0.05,-0.52,-0.88,1.46,10.0,5.8,5.45,140.0,125.0,5.0,8.25,-65.0,False
2.81,3.01,4.28,2.61,3.6,1.09,1.0,0.6,0.02,39.0,13.0,4.0,0.81,11.0,False
3.36,3.35,2.85,2.6,2.75,1.06,1.0,0.9,0.3,19.0,7.0,0.0,1.16,-5.0,False
3.02,3.53,3.26,2.77,4.62,1.69,1.0,0.82,0.57,27.0,55.0,4.0,0.24,19.0,True
3.83,3.31,4.14,2.6,3.6,0.93,1.0,0.47,0.13,17.0,4.0,2.0,1.52,5.0,False
0.58,0.5,-1.41,-1.39,0.1,4.44,10.0,6.4,6.9,195.0,150.0,15.0,6.55,-80.0,False
2.34,3.49,2.91,7.23,3.27,4.13,1.0,1.01,0.73,32.0,50.0,2.0,0.31,10.0,True
4.17,3.6,5.56,3.22,2.78,0.62,1.0,0.6,0.28,14.0,10.0,2.0,0.85,-15.0,False
3.3,4.96,2.34,4.13,2.33,2.04,1.0,0.58,0.83,33.0,38.0,4.0,0.22,1.0,False
-1.16,-2.82,-1.75,-2.18,-3.02,0.43,10.0,7.95,9.85,170.0,100.0,5.0,6.45,-50.0,True
2.59,2.48,3.36,2.5,3.84,0.96,1.0,0.78,0.21,34.0,10.0,4.0,0.55,4.0,False
5.63,2.75,7.06,2.84,4.03,0.92,1.0,-0.0,0.29,38.0,17.0,2.0,1.91,19.0,False
-0.99,-1.45,-0.32,-0.76,-1.65,1.58,10.0,6.25,8.15,210.0,350.0,15.0,5.1,50.0,False
3.59,2.63,2.99,4.97,3.43,4.44,1.0,0.7,0.47,40.0,15.0,4.0,0.48,4.0,False
2.39,2.46,5.53,4.33,2.44,0.52,1.0,0.8,0.21,28.0,2.0,0.0,1.3,-8.0,False
